customer,cust_degree,cust_pagerank,cust_community,merchant,mer_degree,mer_pagerank,mer_community
C1340235335,12,0.15,5,,,,
C1340398290,12,0.15,5,,,,
C1341159565,7,0.15,1,,,,
C1341517098,8,0.15,42,,,,
C1341583263,14,0.15,3,,,,
C1341662543,11,0.15,43,,,,
C1342037956,11,0.15,42,,,,
C1342118588,11,0.15,44,,,,
C1342849651,15,0.15,41,,,,
C1343106500,9,0.15,42,,,,
C1344489848,12,0.15,5,,,,
C1345265337,11,0.15,5,,,,
C1345586046,5,0.15,6,,,,
C1346358504,6,0.15,15,,,,
C1347371891,10,0.15,5,,,,
C1348847019,20,0.15,41,,,,
C1348957967,6,0.15,5,,,,
C1349086787,14,0.15,22,,,,
C1349106433,8,0.15,42,,,,
C1349321790,15,0.15,40,,,,
C1350068848,12,0.15,43,,,,
C1350082938,7,0.15,42,,,,
C1350409226,13,0.15,43,,,,
C1350793893,14,0.15,43,,,,
C1350963410,26,0.15,41,,,,
C1351087312,11,0.15,5,,,,
C1351458855,11,0.15,42,,,,
C1352750459,13,0.15,3,,,,
C1353625448,10,0.15,44,,,,
C1353776547,11,0.15,44,,,,
C1354206365,11,0.15,40,,,,
C135434041,8,0.15,42,,,,
C1354768768,13,0.15,41,,,,
C1354799046,12,0.15,43,,,,
C1354917220,9,0.15,5,,,,
C1355010178,7,0.15,5,,,,
C1355090926,15,0.15,42,,,,
C1355273346,11,0.15,40,,,,
C1355357191,14,0.15,5,,,,
C1355509614,15,0.15,5,,,,
C1356412685,10,0.15,40,,,,
C135716487,9,0.15,42,,,,
C1358079072,15,0.15,42,,,,
C1358225719,13,0.15,44,,,,
C1359092613,10,0.15,5,,,,
C1359606474,11,0.15,42,,,,
C1360225709,12,0.15,5,,,,
C1360265061,11,0.15,36,,,,
C1360481565,15,0.15,40,,,,
C1360806205,8,0.15,5,,,,
C1361037703,9,0.15,42,,,,
C1361248894,15,0.15,36,,,,
C1362652272,11,0.15,42,,,,
C1362863442,12,0.15,42,,,,
C1364381627,12,0.15,42,,,,
C1365609574,10,0.15,40,,,,
C136606306,9,0.15,38,,,,
C1366869967,11,0.15,40,,,,
C1367581052,17,0.15,42,,,,
C1367987964,10,0.15,42,,,,
C1368070837,10,0.15,42,,,,
C1368210201,12,0.15,44,,,,
C1368438034,8,0.15,42,,,,
C1369559766,14,0.15,20,,,,
C1370192017,5,0.15,42,,,,
C1370556911,11,0.15,44,,,,
C1370669821,5,0.15,3,,,,
C1372042334,13,0.15,43,,,,
C1372889664,18,0.15,42,,,,
C1373640509,7,0.15,42,,,,
C1373973501,9,0.15,5,,,,
C1374011975,9,0.15,42,,,,
C1374336520,12,0.15,40,,,,
C1374422827,13,0.15,40,,,,
C1374607221,15,0.15,42,,,,
C1374783350,8,0.15,3,,,,
C1375103798,13,0.15,42,,,,
C1375316332,14,0.15,42,,,,
C1375512856,14,0.15,42,,,,
C1375956198,8,0.15,7,,,,
C1376050027,12,0.15,43,,,,
C1376256048,17,0.15,5,,,,
C1376617526,10,0.15,42,,,,
C137688853,16,0.15,44,,,,
C1376957295,15,0.15,42,,,,
C1377339988,6,0.15,44,,,,
C1377736719,5,0.15,44,,,,
C1378412230,14,0.15,43,,,,
C1379018843,12,0.15,43,,,,
C1379814778,13,0.15,43,,,,
C137986193,4,0.15,27,,,,
C1381700589,15,0.15,42,,,,
C1382187685,16,0.15,5,,,,
C1382480007,10,0.15,40,,,,
C1383269171,21,0.15,41,,,,
C1383337902,8,0.15,5,,,,
C138375181,9,0.15,42,,,,
C138445718,14,0.15,43,,,,
C1385115265,10,0.15,43,,,,
C1385354747,12,0.15,44,,,,
C1385406679,8,0.15,44,,,,
C1385780363,11,0.15,42,,,,
C1386324281,17,0.15,43,,,,
C1387070447,16,0.15,42,,,,
C1387946894,14,0.15,42,,,,
C1388726904,11,0.15,43,,,,
C1388933025,14,0.15,42,,,,
C1389003663,10,0.15,5,,,,
C1389188684,14,0.15,44,,,,
C1389311354,10,0.15,5,,,,
C1389923471,12,0.15,5,,,,
C1390331883,10,0.15,42,,,,
C1392385769,9,0.15,44,,,,
C1392676510,12,0.15,20,,,,
C1394428191,7,0.15,42,,,,
C1394454342,13,0.15,5,,,,
C1394467199,12,0.15,5,,,,
C1394931354,7,0.15,5,,,,
C1395098424,12,0.15,5,,,,
C1396527012,9,0.15,42,,,,
C1396720108,10,0.15,5,,,,
C1396904959,10,0.15,42,,,,
C1396978257,12,0.15,44,,,,
C1397554341,10,0.15,42,,,,
C139784508,11,0.15,43,,,,
C1398865038,18,0.15,41,,,,
C1400128034,12,0.15,42,,,,
C1400397779,12,0.15,43,,,,
C1400578246,14,0.15,42,,,,
C1401244511,8,0.15,7,,,,
C1402203755,14,0.15,42,,,,
C140234280,13,0.15,43,,,,
C1402369177,13,0.15,41,,,,
C1402381285,10,0.15,42,,,,
C1403689550,11,0.15,44,,,,
C1403935304,8,0.15,34,,,,
C1404589205,11,0.15,5,,,,
C1404665203,5,0.15,3,,,,
C1404684380,15,0.15,42,,,,
C1405664150,10,0.15,42,,,,
C140648396,15,0.15,5,,,,
C1407087523,14,0.15,5,,,,
C1407767965,10,0.15,43,,,,
C140804810,6,0.15,7,,,,
C1408489165,11,0.15,42,,,,
C1409858085,11,0.15,44,,,,
C1410823375,14,0.15,5,,,,
C1411169363,11,0.15,42,,,,
C1412753123,11,0.15,44,,,,
C1413412440,18,0.15,42,,,,
C1413774656,15,0.15,5,,,,
C1414112698,8,0.15,42,,,,
C1414374774,12,0.15,5,,,,
C1415168453,12,0.15,42,,,,
C1415453492,12,0.15,43,,,,
C1415571957,12,0.15,42,,,,
C1415704373,16,0.15,44,,,,
C1415998962,10,0.15,42,,,,
C1416816772,12,0.15,40,,,,
C1417312384,15,0.15,43,,,,
C1418055040,8,0.15,5,,,,
C1418322275,8,0.15,5,,,,
C1419235351,13,0.15,42,,,,
C1419246450,8,0.15,42,,,,
C1420354861,15,0.15,42,,,,
C1420603517,11,0.15,42,,,,
C1421006824,13,0.15,42,,,,
C1421601814,10,0.15,42,,,,
C1422393615,9,0.15,42,,,,
C142251484,16,0.15,40,,,,
C1423519115,12,0.15,44,,,,
C1423633034,8,0.15,11,,,,
C1423644375,13,0.15,42,,,,
C1423828273,16,0.15,5,,,,
C1424007721,13,0.15,42,,,,
C1424475955,6,0.15,44,,,,
C1425441042,7,0.15,3,,,,
C1425719203,14,0.15,42,,,,
C142595093,16,0.15,7,,,,
C1426006139,9,0.15,41,,,,
C1426091756,8,0.15,5,,,,
C1426420214,11,0.15,43,,,,
C1427325535,14,0.15,44,,,,
C1427539236,12,0.15,42,,,,
C1428252955,11,0.15,7,,,,
C1429394820,10,0.15,43,,,,
C1431362064,8,0.15,5,,,,
C1431806998,9,0.15,42,,,,
C1432191075,5,0.15,6,,,,
C1432312197,14,0.15,42,,,,
C1432825682,13,0.15,42,,,,
C1433092877,18,0.15,40,,,,
C1433132752,10,0.15,42,,,,
C1433318702,13,0.15,5,,,,
C1433843082,7,0.15,5,,,,
C1434012857,10,0.15,3,,,,
C1434797923,14,0.15,42,,,,
C1434853621,12,0.15,44,,,,
C143498560,13,0.15,44,,,,
C1435043122,10,0.15,43,,,,
C1435256152,10,0.15,42,,,,
C1435653171,14,0.15,5,,,,
C1436301390,8,0.15,5,,,,
C1436756684,5,0.15,7,,,,
C1437099450,8,0.15,43,,,,
C1437990673,8,0.15,40,,,,
C143836998,14,0.15,42,,,,
C1438489717,11,0.15,42,,,,
C1439299369,8,0.15,42,,,,
C1439470393,10,0.15,43,,,,
C1439880421,11,0.15,40,,,,
C1440310601,13,0.15,42,,,,
C1440340988,13,0.15,41,,,,
C1440474435,12,0.15,5,,,,
C1440755608,11,0.15,40,,,,
C1440811710,10,0.15,43,,,,
C1441133487,14,0.15,44,,,,
C144168365,9,0.15,42,,,,
C1445784416,9,0.15,40,,,,
C1445931696,14,0.15,43,,,,
C1446511647,10,0.15,40,,,,
C144783459,14,0.15,44,,,,
C144835944,15,0.15,41,,,,
C1449000407,11,0.15,43,,,,
C1450140987,19,0.15,42,,,,
C1450354557,10,0.15,5,,,,
C1450562088,9,0.15,5,,,,
C1451561221,8,0.15,5,,,,
C1452020181,12,0.15,43,,,,
C1452053500,16,0.15,42,,,,
C145208657,17,0.15,42,,,,
C145230032,13,0.15,42,,,,
C1452354279,9,0.15,5,,,,
C1452504275,14,0.15,7,,,,
C1453275851,10,0.15,40,,,,
C1453715655,17,0.15,42,,,,
C1453917071,13,0.15,5,,,,
C1454671890,9,0.15,44,,,,
C1454826238,12,0.15,38,,,,
C1454930581,7,0.15,5,,,,
C1455309687,15,0.15,44,,,,
C1456029725,7,0.15,44,,,,
C1456179400,15,0.15,44,,,,
C1456851744,10,0.15,40,,,,
C1457086535,13,0.15,42,,,,
C1457092141,14,0.15,5,,,,
C1457264318,8,0.15,42,,,,
C1457388461,12,0.15,42,,,,
C145901862,13,0.15,40,,,,
C1459624061,10,0.15,43,,,,
C1459810780,13,0.15,42,,,,
C1460082550,13,0.15,43,,,,
C1461183154,15,0.15,42,,,,
C1461183743,8,0.15,7,,,,
C1461258616,13,0.15,40,,,,
C1461774305,12,0.15,42,,,,
C1463141739,14,0.15,40,,,,
C1463356115,16,0.15,43,,,,
C1463833315,11,0.15,42,,,,
C1464030920,11,0.15,40,,,,
C1464489812,24,0.15,41,,,,
C146494822,15,0.15,43,,,,
C146553626,10,0.15,44,,,,
C1465698425,11,0.15,42,,,,
C1465725042,17,0.15,44,,,,
C1466730207,13,0.15,5,,,,
C1467497219,9,0.15,42,,,,
C1467731939,6,0.15,42,,,,
C1467832188,11,0.15,43,,,,
C1468001998,26,0.15,41,,,,
C1468082478,7,0.15,5,,,,
C1468773146,10,0.15,43,,,,
C1469453217,10,0.15,44,,,,
C1469520420,9,0.15,11,,,,
C1470676414,9,0.15,44,,,,
C1471216995,8,0.15,5,,,,
C1472480119,7,0.15,7,,,,
C1472579779,8,0.15,40,,,,
C1474149613,12,0.15,42,,,,
C1474428806,10,0.15,42,,,,
C1474786056,10,0.15,42,,,,
C1474976180,9,0.15,5,,,,
C1475317372,19,0.15,43,,,,
C1475486134,9,0.15,42,,,,
C1475799889,8,0.15,36,,,,
C1476101537,11,0.15,43,,,,
C1476138873,7,0.15,40,,,,
C1476491893,10,0.15,42,,,,
C1476505660,18,0.15,42,,,,
C1477378413,11,0.15,7,,,,
C1477499235,10,0.15,5,,,,
C1478081031,8,0.15,42,,,,
C1480064437,5,0.15,11,,,,
C1480193980,15,0.15,5,,,,
C1480367576,12,0.15,41,,,,
C1480640363,14,0.15,5,,,,
C1480799932,11,0.15,44,,,,
C1482560016,10,0.15,5,,,,
C1482659693,13,0.15,42,,,,
C1483007108,12,0.15,43,,,,
C1483054025,13,0.15,42,,,,
C1483927110,11,0.15,5,,,,
C1484573422,9,0.15,5,,,,
C1484585237,12,0.15,43,,,,
C1486017704,6,0.15,5,,,,
C1486069778,15,0.15,42,,,,
C1486961552,8,0.15,5,,,,
C1487582791,13,0.15,40,,,,
C148765233,10,0.15,42,,,,
C1487874353,9,0.15,40,,,,
C1487982242,13,0.15,40,,,,
C1488142454,7,0.15,5,,,,
C1489078579,8,0.15,42,,,,
C1489294793,12,0.15,42,,,,
C1489632788,11,0.15,3,,,,
C1489836575,10,0.15,5,,,,
C1490048317,12,0.15,44,,,,
C1490416909,11,0.15,43,,,,
C1490935984,11,0.15,7,,,,
C1491288577,15,0.15,42,,,,
C1491518488,11,0.15,42,,,,
C1491844959,11,0.15,5,,,,
C1492110515,13,0.15,42,,,,
C1494778598,9,0.15,44,,,,
C1494829095,12,0.15,5,,,,
C149511515,13,0.15,5,,,,
C1495486273,12,0.15,40,,,,
C1495681901,9,0.15,42,,,,
C1496334304,9,0.15,42,,,,
C1496962993,16,0.15,43,,,,
C149698808,10,0.15,5,,,,
C1497135910,12,0.15,44,,,,
C1497367004,9,0.15,40,,,,
C1497615115,16,0.15,5,,,,
C1497895052,12,0.15,42,,,,
C1499019507,10,0.15,44,,,,
C1499092508,10,0.15,43,,,,
C1499241933,14,0.15,5,,,,
C1499363341,7,0.15,5,,,,
C1499701993,18,0.15,5,,,,
C1501096176,13,0.15,41,,,,
C1501124312,17,0.15,41,,,,
C1501156188,12,0.15,5,,,,
C1501782229,9,0.15,43,,,,
C1502465707,15,0.15,40,,,,
C150273597,11,0.15,42,,,,
C1502804084,10,0.15,42,,,,
C1503009287,18,0.15,5,,,,
C1503504810,8,0.15,42,,,,
C1504341710,13,0.15,40,,,,
C150523972,13,0.15,42,,,,
C1505370540,14,0.15,43,,,,
C1505467955,11,0.15,42,,,,
C150587559,18,0.15,5,,,,
C1506066038,11,0.15,42,,,,
C1506293914,15,0.15,5,,,,
C1507237884,13,0.15,44,,,,
C1508025585,7,0.15,5,,,,
C150820973,12,0.15,5,,,,
C1508373758,12,0.15,43,,,,
C150891114,9,0.15,7,,,,
C1509106340,20,0.15,42,,,,
C1509603467,8,0.15,7,,,,
C1509718305,11,0.15,42,,,,
C1510402289,10,0.15,42,,,,
C1510459992,10,0.15,44,,,,
C1510535804,15,0.15,38,,,,
C1511148959,11,0.15,5,,,,
C1511497789,8,0.15,5,,,,
C1511894714,9,0.15,5,,,,
C1512353179,10,0.15,42,,,,
C1512444326,9,0.15,42,,,,
C1512732275,14,0.15,40,,,,
C1513653440,13,0.15,42,,,,
C1514271157,14,0.15,42,,,,
C1514973352,10,0.15,42,,,,
C1515184734,8,0.15,7,,,,
C1516006997,13,0.15,43,,,,
C1516302826,17,0.15,42,,,,
C1516949785,14,0.15,36,,,,
C151715772,13,0.15,42,,,,
C1517707344,15,0.15,42,,,,
C1517749848,8,0.15,42,,,,
C1517820871,7,0.15,36,,,,
C1519265307,10,0.15,42,,,,
C1520545421,10,0.15,5,,,,
C1520919939,10,0.15,5,,,,
C1522289895,10,0.15,5,,,,
C1523732855,16,0.15,44,,,,
C1523854098,19,0.15,42,,,,
C1524019070,15,0.15,42,,,,
C1524407626,11,0.15,42,,,,
C1525483242,10,0.15,42,,,,
C1525581466,13,0.15,42,,,,
C1526175877,5,0.15,42,,,,
C1526367312,9,0.15,7,,,,
C1527362143,11,0.15,44,,,,
C15276068,6,0.15,5,,,,
C152830802,11,0.15,42,,,,
C1528848756,6,0.15,44,,,,
C1529207541,12,0.15,43,,,,
C1529464275,12,0.15,5,,,,
C1529774854,9,0.15,42,,,,
C1530098029,9,0.15,42,,,,
C1530157952,9,0.15,44,,,,
C1530262146,10,0.15,42,,,,
C1530773220,13,0.15,42,,,,
C1532144144,7,0.15,44,,,,
C153258882,12,0.15,42,,,,
C1532733169,13,0.15,42,,,,
C1533000663,14,0.15,42,,,,
C1533572842,17,0.15,44,,,,
C1533664211,13,0.15,5,,,,
C153419170,11,0.15,42,,,,
C1535009453,11,0.15,44,,,,
C1535419154,10,0.15,5,,,,
C1535613790,14,0.15,40,,,,
C1536083561,10,0.15,40,,,,
C1536088502,13,0.15,43,,,,
C1537824739,12,0.15,42,,,,
C1537903478,13,0.15,44,,,,
C1538635916,12,0.15,42,,,,
C1538971214,9,0.15,42,,,,
C1539370210,9,0.15,40,,,,
C1539474222,11,0.15,15,,,,
C153962249,8,0.15,7,,,,
C1540577903,7,0.15,7,,,,
C1541224095,9,0.15,1,,,,
C1541237057,13,0.15,42,,,,
C154191546,11,0.15,43,,,,
C1542180842,9,0.15,40,,,,
C1542255731,14,0.15,42,,,,
C1542345868,14,0.15,43,,,,
C1543555122,12,0.15,5,,,,
C1543709139,10,0.15,42,,,,
C1543824543,10,0.15,5,,,,
C1545341907,13,0.15,42,,,,
C1545484501,13,0.15,42,,,,
C1545573016,13,0.15,41,,,,
C1545977603,11,0.15,38,,,,
C1546278193,12,0.15,44,,,,
C1546820736,8,0.15,42,,,,
C1546864044,6,0.15,5,,,,
C1547003161,10,0.15,5,,,,
C1547534233,10,0.15,42,,,,
C1547689237,13,0.15,5,,,,
C1548142512,13,0.15,40,,,,
C15485686,15,0.15,44,,,,
C1548873226,9,0.15,20,,,,
C1549232957,12,0.15,42,,,,
C1549322511,10,0.15,42,,,,
C1549367339,10,0.15,40,,,,
C154987119,16,0.15,42,,,,
C1551083784,8,0.15,5,,,,
C1551465414,6,0.15,5,,,,
C1551572984,14,0.15,42,,,,
C1552608695,8,0.15,5,,,,
C1553941793,12,0.15,42,,,,
C1554037473,11,0.15,43,,,,
C155412783,13,0.15,43,,,,
C1554849332,10,0.15,42,,,,
C1555447628,12,0.15,42,,,,
C1555517201,14,0.15,3,,,,
C1556425826,11,0.15,42,,,,
C1556534733,15,0.15,42,,,,
C1556912476,11,0.15,42,,,,
C1557448113,10,0.15,42,,,,
C1557448880,10,0.15,42,,,,
C1557540123,15,0.15,42,,,,
C1557689947,10,0.15,42,,,,
C1558014544,11,0.15,42,,,,
C1558209795,8,0.15,44,,,,
C1558803570,13,0.15,43,,,,
C1559091388,10,0.15,40,,,,
C155920620,6,0.15,44,,,,
C1559339990,8,0.15,40,,,,
C1560259762,13,0.15,5,,,,
C1560676680,16,0.15,43,,,,
C1560893361,9,0.15,42,,,,
C1560904250,8,0.15,38,,,,
C1561307190,16,0.15,40,,,,
C1561544871,10,0.15,41,,,,
C156162339,11,0.15,40,,,,
C1562081159,8,0.15,7,,,,
C1562537029,14,0.15,42,,,,
C156263401,13,0.15,5,,,,
C1562991705,11,0.15,42,,,,
C1563705147,7,0.15,44,,,,
C1564253251,12,0.15,42,,,,
C1564260047,15,0.15,42,,,,
C1564636486,6,0.15,7,,,,
C1564693206,12,0.15,42,,,,
C1565058518,11,0.15,42,,,,
C1565570610,17,0.15,40,,,,
C1566647188,15,0.15,43,,,,
C1567160901,13,0.15,42,,,,
C1567385001,18,0.15,42,,,,
C1568308501,14,0.15,44,,,,
C1568358546,8,0.15,5,,,,
C1569014356,8,0.15,5,,,,
C1569939854,12,0.15,42,,,,
C1570165892,11,0.15,42,,,,
C1571595392,9,0.15,7,,,,
C1572595935,9,0.15,42,,,,
C1572610482,23,0.15,41,,,,
C1573211398,15,0.15,5,,,,
C1574217480,8,0.15,5,,,,
C157427068,10,0.15,42,,,,
C1575099263,9,0.15,5,,,,
C1575272013,12,0.15,5,,,,
C1575367607,6,0.15,44,,,,
C1575599226,10,0.15,15,,,,
C1575842015,8,0.15,42,,,,
C1576250855,8,0.15,41,,,,
C1577104524,9,0.15,5,,,,
C15777324,9,0.15,42,,,,
C1577880868,11,0.15,43,,,,
C1577983313,16,0.15,40,,,,
C1579865062,12,0.15,40,,,,
C1580025618,11,0.15,42,,,,
C158030246,12,0.15,5,,,,
C1580559195,14,0.15,43,,,,
C1580712621,14,0.15,5,,,,
C1580753738,12,0.15,44,,,,
C1580955370,14,0.15,43,,,,
C1581709798,9,0.15,44,,,,
C1582152156,13,0.15,44,,,,
C1582197917,10,0.15,5,,,,
C1582366224,11,0.15,5,,,,
C158319863,9,0.15,44,,,,
C1584366693,10,0.15,5,,,,
C1584479959,9,0.15,5,,,,
C1585648581,14,0.15,40,,,,
C1586463432,15,0.15,42,,,,
C1586862598,16,0.15,40,,,,
C1587738251,12,0.15,42,,,,
C1589138432,12,0.15,44,,,,
C1590275312,9,0.15,11,,,,
C1590346257,8,0.15,40,,,,
C1591008232,10,0.15,5,,,,
C1591152121,13,0.15,42,,,,
C1591441443,10,0.15,42,,,,
C1591587046,12,0.15,44,,,,
C1591612680,8,0.15,43,,,,
C1591908890,7,0.15,42,,,,
C1592279480,12,0.15,44,,,,
C1592390864,11,0.15,44,,,,
C1593769010,14,0.15,5,,,,
C1594422820,12,0.15,42,,,,
C1595099029,8,0.15,5,,,,
C159675329,16,0.15,41,,,,
C1597289593,14,0.15,42,,,,
C1597422235,14,0.15,42,,,,
C1597977404,13,0.15,42,,,,
C1598533502,13,0.15,42,,,,
C1598564853,12,0.15,5,,,,
C1598762673,11,0.15,40,,,,
C159913055,11,0.15,42,,,,
C1599273075,10,0.15,43,,,,
C1600642825,9,0.15,42,,,,
C1600873622,10,0.15,43,,,,
C1602614455,8,0.15,44,,,,
C1602648292,9,0.15,44,,,,
C1602759549,12,0.15,43,,,,
C1603928569,9,0.15,42,,,,
C1604376835,9,0.15,5,,,,
C1605127736,12,0.15,42,,,,
C1605182199,12,0.15,26,,,,
C1605642067,9,0.15,42,,,,
C1606614105,13,0.15,42,,,,
C1607207670,14,0.15,5,,,,
C1607323693,14,0.15,41,,,,
C1607644979,9,0.15,7,,,,
C1607867760,11,0.15,42,,,,
C1609197353,14,0.15,42,,,,
C1609425799,12,0.15,5,,,,
C1610467120,13,0.15,5,,,,
C1610565169,13,0.15,40,,,,
C1610742916,10,0.15,42,,,,
C161101673,10,0.15,42,,,,
C1611113200,13,0.15,43,,,,
C1612487865,12,0.15,40,,,,
C1612748385,8,0.15,5,,,,
C1612798177,9,0.15,42,,,,
C1612832553,10,0.15,20,,,,
C1613579866,10,0.15,40,,,,
C1614239388,11,0.15,42,,,,
C1615196201,5,0.15,44,,,,
C1615671416,12,0.15,43,,,,
C1615801620,10,0.15,42,,,,
C161678291,14,0.15,44,,,,
C1617276678,7,0.15,42,,,,
C161733249,18,0.15,41,,,,
C1617547021,12,0.15,42,,,,
C1619197936,7,0.15,7,,,,
C1619755203,7,0.15,5,,,,
C1620127338,13,0.15,40,,,,
C1620825260,13,0.15,44,,,,
C1621026927,10,0.15,42,,,,
C1621267054,11,0.15,42,,,,
C1622016247,13,0.15,42,,,,
C1622124632,10,0.15,44,,,,
C1622415837,14,0.15,40,,,,
C1622587363,8,0.15,42,,,,
C1624198560,11,0.15,36,,,,
C1624351292,9,0.15,43,,,,
C1625937550,11,0.15,42,,,,
C1626218926,13,0.15,20,,,,
C1626806996,9,0.15,42,,,,
C1627004719,9,0.15,42,,,,
C1628225593,10,0.15,42,,,,
C1628244008,12,0.15,7,,,,
C1628447668,13,0.15,44,,,,
C1629152705,11,0.15,42,,,,
C1629621972,13,0.15,44,,,,
C1629693561,8,0.15,5,,,,
C1629765833,8,0.15,5,,,,
C1630697663,10,0.15,42,,,,
C1630887376,17,0.15,42,,,,
C1631162170,13,0.15,42,,,,
C1631930247,15,0.15,42,,,,
C1632035340,16,0.15,44,,,,
C1632932485,11,0.15,42,,,,
C1633477199,4,0.15,15,,,,
C1634492186,14,0.15,44,,,,
C1634901253,11,0.15,42,,,,
C1635345159,9,0.15,44,,,,
C1635613216,11,0.15,42,,,,
C1635987808,9,0.15,42,,,,
C1637357651,14,0.15,44,,,,
C1637529334,14,0.15,42,,,,
C1638237205,15,0.15,43,,,,
C1638268213,12,0.15,42,,,,
C1638710158,13,0.15,42,,,,
C1639665156,12,0.15,42,,,,
C1640022626,10,0.15,42,,,,
C1640437529,15,0.15,42,,,,
C164104645,8,0.15,42,,,,
C1641076533,11,0.15,43,,,,
C1641760998,10,0.15,40,,,,
C1642006830,10,0.15,44,,,,
C1642125108,11,0.15,44,,,,
C1642222517,8,0.15,5,,,,
C1642374729,10,0.15,1,,,,
C1642592478,12,0.15,42,,,,
C1642689499,10,0.15,44,,,,
C1643168823,9,0.15,42,,,,
C1643499361,7,0.15,40,,,,
C1644158733,12,0.15,42,,,,
C1644291222,11,0.15,42,,,,
C1645168081,11,0.15,44,,,,
C1645276019,9,0.15,42,,,,
C1645579872,10,0.15,44,,,,
C1646244537,13,0.15,43,,,,
C1646298550,8,0.15,5,,,,
C1646349423,11,0.15,44,,,,
C1646712119,9,0.15,43,,,,
C1647495093,27,0.15,41,,,,
C1647801193,10,0.15,42,,,,
C1648056680,9,0.15,5,,,,
C1648082819,11,0.15,42,,,,
C1648096390,16,0.15,42,,,,
C1648145906,10,0.15,5,,,,
C1648492699,14,0.15,5,,,,
C1648543319,11,0.15,5,,,,
C1648683269,9,0.15,44,,,,
C1649412954,13,0.15,42,,,,
C165037464,12,0.15,43,,,,
C1650590141,13,0.15,40,,,,
C1651034737,11,0.15,42,,,,
C1651213581,13,0.15,42,,,,
C1651395634,15,0.15,42,,,,
C1652856443,11,0.15,44,,,,
C1653588482,20,0.15,41,,,,
C1654186046,6,0.15,42,,,,
C1655037147,11,0.15,20,,,,
C1655514881,13,0.15,45,,,,
C1655680166,10,0.15,43,,,,
C1656381290,14,0.15,42,,,,
C1656440641,9,0.15,42,,,,
C1656946498,10,0.15,44,,,,
C1657671280,6,0.15,11,,,,
C1657707912,9,0.15,42,,,,
C1657925669,13,0.15,5,,,,
C1657987748,6,0.15,46,,,,
C1658315324,11,0.15,42,,,,
C1658450442,10,0.15,42,,,,
C1658591237,9,0.15,5,,,,
C1659350842,9,0.15,40,,,,
C1660043980,14,0.15,43,,,,
C1660594711,11,0.15,7,,,,
C1660830591,11,0.15,42,,,,
C16613795,11,0.15,40,,,,
C1663056729,17,0.15,40,,,,
C1663162700,12,0.15,42,,,,
C166353588,11,0.15,44,,,,
C1663641926,9,0.15,42,,,,
C1666444221,9,0.15,5,,,,
C1667002698,12,0.15,42,,,,
C1667161948,22,0.15,42,,,,
C1667929755,9,0.15,42,,,,
C16680464,10,0.15,43,,,,
C1668825144,12,0.15,44,,,,
C1669649966,10,0.15,42,,,,
C1670516684,12,0.15,43,,,,
C1670779713,7,0.15,7,,,,
C1670883164,11,0.15,42,,,,
C1671770086,11,0.15,44,,,,
C16723337,14,0.15,7,,,,
C167330970,12,0.15,40,,,,
C167378624,11,0.15,44,,,,
C1674379117,12,0.15,42,,,,
C1674674654,10,0.15,42,,,,
C1675884425,11,0.15,5,,,,
C1676378077,10,0.15,40,,,,
C1677202028,10,0.15,42,,,,
C1677624934,12,0.15,42,,,,
C1679033854,12,0.15,42,,,,
C16791543,13,0.15,43,,,,
C1679430600,11,0.15,42,,,,
C1679796651,10,0.15,42,,,,
C1680004438,15,0.15,44,,,,
C1680323951,8,0.15,42,,,,
C1680347409,10,0.15,43,,,,
C1681589600,14,0.15,44,,,,
C168191673,9,0.15,5,,,,
C1681976106,11,0.15,43,,,,
C1682236855,10,0.15,44,,,,
C168310052,10,0.15,42,,,,
C1683471006,15,0.15,43,,,,
C168361707,10,0.15,5,,,,
C1683902488,9,0.15,7,,,,
C1684213034,10,0.15,5,,,,
C1685492470,19,0.15,41,,,,
C168579211,10,0.15,42,,,,
C1686035763,12,0.15,38,,,,
C1686098746,17,0.15,41,,,,
C1686676187,7,0.15,42,,,,
C1687101094,11,0.15,42,,,,
C168710517,18,0.15,43,,,,
C1687722078,9,0.15,5,,,,
C1687751654,8,0.15,42,,,,
C1687903356,10,0.15,43,,,,
C1688560702,9,0.15,44,,,,
C1688605578,9,0.15,40,,,,
C1689083890,10,0.15,42,,,,
C16891369,8,0.15,5,,,,
C1689346810,6,0.15,7,,,,
C1689772812,11,0.15,42,,,,
C1689884214,10,0.15,43,,,,
C1690594556,10,0.15,42,,,,
C1690793519,12,0.15,43,,,,
C1690923384,15,0.15,40,,,,
C1690988973,9,0.15,42,,,,
C1690998552,14,0.15,42,,,,
C1691073795,10,0.15,44,,,,
C1692355722,7,0.15,40,,,,
C169255115,5,0.15,44,,,,
C169274898,8,0.15,42,,,,
C1692967183,13,0.15,21,,,,
C1693925346,14,0.15,40,,,,
C1694039833,13,0.15,5,,,,
C1694165271,16,0.15,42,,,,
C1695454092,8,0.15,40,,,,
C1697472909,10,0.15,5,,,,
C1697528836,9,0.15,42,,,,
C169775918,12,0.15,5,,,,
C1697851479,11,0.15,42,,,,
C1698085181,7,0.15,5,,,,
C1698214137,6,0.15,5,,,,
C1698653726,11,0.15,42,,,,
C1699102063,13,0.15,42,,,,
C170002529,11,0.15,44,,,,
C1700159150,9,0.15,42,,,,
C1700550154,14,0.15,5,,,,
C1700873233,8,0.15,5,,,,
C1701338775,12,0.15,43,,,,
C1701618194,12,0.15,42,,,,
C1701939629,12,0.15,40,,,,
